ID,ward,district,age_hhh,sex_hhh,edu_hhh,elderly,adult,youth,family_size,nb_of_tractors,nb_of_two_wheel_tractors,nb_of_ploughs,nb_of_cultivators,nb_of_scotchcarts,nb_of_wheelbarows,nb_of_metal_siloes_or_other_improved_storage_facility,nb_of_solar_panels,nb_of_biogas_digester,nb_of_green_houses,nb_of_motorized_grinding_mill,cropped_area,fallow,maize,small_grains,legumes,other,cattle,small_rum,poultry,how_many_bee_hives_do_you_currently_own,do_you_have_a_fish_pond,TLU,do_you_have_an_individual_garden,do_you_have_access_to_a_community_garden,Main food source,Main income source,food_security,hdds,Quality certified seeds,Community seed banks,Drought tolerant varieties,Small grains,Early planting,Crop rotation,Intercropping,Cover crops,Mulching,Integrated pest management,Compost and/or manure,Drip- and/or micro-irrigation market,Optimum plant density,Tree planting on-farm,Tree retention (natural regeneration) on-farm,Improved livestock breed,Improved animal shelter,Water infrastructure,Routine vaccination,Home vaccination,Castration,Deworming,Dipping,Home spraying,Paravet,Homemade animal feed,Fodder production,Fodder preservation,Survival feeding,Commercial feed,Artificial insemination,Pen fattening,crop_div,liv_div,tot_div,clearing,soil_fertility,soil_erosion,soil_compaction,tree_cover,Basal fertilizer,Top-dressing fertilizer,Manure,Compost,credit,saving_loan,knowledge,cereals,Cereal yield (kg/ha),newliv,offtake,death,cattle_goats_poultry
524,Ward 4,Murehwa,39,1,0,1,2,1,6,0,0,1,1,1,1,0,0,0,0,0,0.692,0,0.692,0,0.1,0.1,0,4,36,0,No,1.16,1,0,1,0,1,6,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,6,5,11,1,Improving,Stable,Stable,Stable,50,50,300,0,Yes,Yes,Government extension,2000,2890.17341,0.58,0.48,0.3,0.76
525,Ward 4,Murehwa,61,1,1,1,1,1,3,0,0,1,0,0,1,0,3,0,0,0,0.24,1,0.18,0.06,0,0,2,2,28,0,No,2.08,1,0,1,1,0.583333333,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,8,5,13,0,Improving,Stable,Improving,Improving,50,50,400,0,No,Yes,Development NGO,800,4444.444444,0.3,0.81,0.06,1.81
526,Ward 4,Murehwa,67,1,0,2,0,0,4,0,0,1,0,0,1,0,3,0,0,0,1.2,0.8,0.6,0,0.6,0,2,3,15,0,No,2.15,1,0,1,1,1,8,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6,4,10,0,Deteriorating,Stable,Deteriorating,Deteriorating,100,150,600,0,No,No,Government extension,2,3.333333333,0,2.3,0,1.85
527,Ward 4,Murehwa,54,0,1,0,2,4,6,0,0,2,1,1,2,0,4,0,0,0,2,5,1,0,1,0,0,4,178,0,No,2.58,1,0,1,1,1,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,9,7,16,0,Improving,Stable,Stable,Improving,450,200,750,500,No,Yes,Government extension,4000,4000,1.4,0.5,0.13,1
528,Ward 4,Murehwa,61,1,0,2,1,1,8,0,0,1,1,1,0,0,1,0,0,0,0.4,0.4,0.2,0,0.2,0,3,0,17,0,No,2.27,1,0,1,1,0.5,5,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,4,7,0,Deteriorating,Stable,Improving,Improving,50,0,750,750,No,No,Government extension,350,1750,1.15,0.4,2.1,2.24
529,Ward 4,Murehwa,46,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8,0,0,0.2,0,0,0,0,No,0,0,0,1,1,0.5,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,3,0,Stable,Deteriorating,Improving,Deteriorating,50,50,0,0,No,No,Government extension,950,1187.5,0,0,0,0
53,Ward 2,Mbire,72,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,No,0,0,0,1,1,0.25,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,1,2,0,Stable,Deteriorating,Improving,Improving,0,0,0,0,No,No,Relatives,650,812.5,0,0,0,0
530,Ward 4,Murehwa,46,1,1,1,1,2,5,0,0,1,0,0,1,0,1,0,0,0,0.7,2.5,0.4,0,0,0.3,0,4,39,0,No,1.19,1,0,1,1,0.25,5,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,5,3,8,0,Deteriorating,Stable,Deteriorating,Improving,100,150,600,0,No,Yes,Government extension,850,2125,0.71,0.55,0.02,0.79
531,Ward 4,Murehwa,60,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,Yes,0,1,0,0,0,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Improving,Improving,Improving,Stable,0,0,0,0,No,No,Government extension,0,NA,0,0,0,0
532,Ward 4,Murehwa,78,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.4,0,0.2,0,0,0,3,0,No,0.03,1,0,1,0,0.916666667,5,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,2,7,0,Deteriorating,Stable,Deteriorating,Deteriorating,100,50,0,0,No,No,Government extension,500,1250,0,0.05,0,0.03
533,Ward 4,Murehwa,56,0,1,1,3,2,9,0,0,1,0,1,1,0,2,0,0,1,0.82,0,0.3,0,0.4,0.12,3,4,33,0,No,3.23,1,0,1,0,0.916666667,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,4,5,9,0,Improving,Stable,Stable,Improving,0,100,1600,0,No,No,Government extension,1000,3333.333333,0.3,0.41,0.01,2.8
534,Ward 4,Murehwa,51,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0.8,0,0.4,0,0.4,0,0,0,130,0,No,1.3,1,0,1,0,0.75,8,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,2,8,0,Stable,Stable,Stable,Improving,100,100,0,600,Yes,Yes,Government extension,1,2.5,0.5,0.1,0.25,0.3
535,Ward 4,Murehwa,67,1,0,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0.4,1,0.3,0,0.1,2.78E-17,0,0,10,0,No,0.1,1,0,1,1,0.666666667,5,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,2,2,4,0,Deteriorating,Stable,Stable,Deteriorating,50,50,0,0,No,Yes,Government extension,500,1666.666667,0.5,0.04,0,0.1
536,Ward 4,Murehwa,32,1,0,0,1,1,11,0,0,1,0,0,1,0,1,0,0,0,0.6,0,0.4,0,0.12,0.08,6,0,14,0,No,4.34,1,0,0,1,0.916666667,4,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,7,6,13,0,Stable,Stable,Deteriorating,Deteriorating,100,75,0,0,No,No,Relatives,500,1250,0.2,0.04,1.47,4.29
537,Ward 4,Murehwa,58,1,1,0,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0.4,0.4,0.2,0,0.2,0,0,0,6,0,No,0.06,1,0,1,1,0.333333333,6,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,2,2,4,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,100,0,0,No,No,Government extension,500,2500,0.3,0.15,0.2,0.06
538,Ward 4,Murehwa,48,0,1,0,2,1,6,0,0,1,0,0,1,0,1,0,0,0,0.6,2,0.4,0,0,0.2,3,2,26,0,No,2.76,1,0,0,1,0.583333333,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,12,5,17,0,Stable,Stable,Deteriorating,Stable,100,100,1200,900,No,No,Government extension,1500,3750,1,0.2,2.21,2.44
539,Ward 4,Murehwa,45,0,0,0,2,0,4,0,0,1,0,0,1,0,2,0,0,0,0.4,1,0.2,0.2,0,0,0,0,7,0,No,0.07,1,0,1,1,0.583333333,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,9,2,11,0,Improving,Stable,Stable,Improving,60,55,0,900,No,No,Government extension,675,1687.5,0.23,0.1,0.15,0.07
54,Ward 2,Mbire,28,1,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0.4,0.4,0.4,0.8,3,5,3,0,No,3.13,1,0,1,1,0.416666667,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,8,4,12,0,Deteriorating,Deteriorating,Stable,Stable,50,50,400,0,Yes,Yes,Government extension,650,812.5,0.9,3,0,2.6
540,Ward 4,Murehwa,72,0,0,2,0,0,2,0,0,1,1,1,1,0,2,0,0,0,0.4,8,0.2,0,0.2,0,0,0,3,0,No,0.03,1,0,1,0,0.416666667,3,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,6,2,8,0,Stable,Stable,Stable,Improving,20,15,0,100,No,No,Government extension,200,1000,0.15,0.06,0.12,0.03
541,Ward 4,Murehwa,65,0,0,1,4,1,12,0,0,1,1,0,1,0,4,0,0,0,2,5,1,0,1,0,3,0,20,2,No,2.3,1,0,1,1,0.666666667,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,11,4,15,0,Stable,Stable,Improving,Improving,150,120,900,0,No,No,Government extension,2500,2500,0.35,0.2,5.05,2.3
542,Ward 4,Murehwa,41,0,1,0,2,0,6,0,0,2,1,1,1,0,1,0,0,0,1,2,0.4,0,0.12,0.48,7,0,8,0,No,4.98,1,0,1,1,0.916666667,5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,6,3,9,0,Deteriorating,Stable,Stable,Stable,250,200,0,0,No,No,Other farmers,1500,3750,1.5,0.12,1.4,4.98
543,Ward 4,Murehwa,47,1,1,0,4,3,10,0,0,1,0,1,1,0,2,0,0,0,1,0.4,0.4,0,0.5,0.1,0,0,50,0,No,0.5,1,0,1,1,0.5,5,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,5,2,7,0,Improving,Stable,Stable,Improving,100,100,300,300,No,Yes,Government extension,1000,2500,1.2,0.5,1,0.5
544,Ward 4,Murehwa,42,0,1,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0.4,0.5,0,0.4,0.1,0,0,8,0,No,0.08,1,0,1,0,0.583333333,5,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,8,2,10,0,Deteriorating,Deteriorating,Deteriorating,Stable,75,50,0,500,No,No,Relatives,150,300,0.33,0.11,0.08,0.08
545,Ward 4,Murehwa,56,0,1,0,2,3,5,0,0,1,1,1,1,0,0,0,0,0,3,0.6,3,0,0.4,0,10,8,36,0,No,8.96,1,0,1,1,1,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,6,4,10,0,Deteriorating,Improving,Stable,Improving,300,300,4000,0,No,No,Government extension,3500,1166.666667,1.25,0.32,0,8.16
546,Ward 4,Murehwa,55,0,1,0,2,0,6,0,0,1,1,0,0,0,3,0,0,0,0.6,2,0.4,0,0.2,0,2,2,0,0,No,1.8,1,0,1,1,0.333333333,5,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,3,3,6,0,Deteriorating,Stable,Deteriorating,Deteriorating,50,50,0,0,No,Yes,Government extension,400,1000,0,0,0.1,1.6
547,Ward 4,Murehwa,73,0,1,2,1,1,5,0,0,0,0,1,1,0,0,0,0,0,2.5,0.5,2.5,0,0,0,0,0,18,0,No,0.18,1,0,1,0,0.583333333,6,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,3,0,Deteriorating,Stable,Stable,Deteriorating,100,100,150,0,No,No,Government extension,300,120,0.12,0.05,0,0.18
548,Ward 4,Murehwa,36,0,1,0,3,0,6,0,0,1,0,0,0,0,2,0,0,0,0.4,1,0.2,0,0.2,0,2,0,10,0,No,1.5,1,0,1,1,0.416666667,5,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,3,3,6,0,Deteriorating,Stable,Stable,Stable,50,50,0,0,No,Yes,Government extension,500,2500,0.4,0.4,0.45,1.5
549,Ward 4,Murehwa,57,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0.12,2,0.06,0,0.06,0,0,3,0,0,No,0.6,1,0,0,0,0.416666667,4,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,4,2,6,0,Stable,Stable,Stable,Deteriorating,50,50,300,0,No,No,Government extension,350,5833.333333,0.1,0,0.1,0.3
55,Ward 2,Mbire,42,1,1,0,1,1,5,0,0,0,0,0,1,0,2,0,0,0,2,0.4,0.4,0.4,0.6,1,0,8,8,0,No,1.68,1,0,1,1,0.416666667,3,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,3,12,0,Stable,Stable,Improving,Deteriorating,80,70,350,2,Yes,Yes,Government extension,550,687.5,0.5,0.05,0,0.88
550,Ward 4,Murehwa,54,0,1,0,2,2,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0.6,0,0.4,0,0,0,50,0,No,0.5,1,0,1,1,0.5,6,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,5,2,7,0,Deteriorating,Stable,Deteriorating,Improving,50,50,300,0,No,Yes,Government extension,350,583.3333333,0.6,0.1,0.2,0.5
551,Ward 4,Murehwa,60,0,0,1,2,1,5,0,0,1,0,0,0,0,10,0,0,0,0.6,2,0.4,0,0.2,0,0,6,17,1,No,1.37,1,0,0,0,0.75,4,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,5,4,9,0,Deteriorating,Stable,Deteriorating,Deteriorating,50,50,600,0,No,No,Government extension,600,1500,0.2,0.05,0,0.77
552,Ward 4,Murehwa,40,0,1,0,2,0,5,0,0,0,0,0,0,0,4,0,0,0,0.39,0.12,0.24,0,0.12,0.03,0,3,12,0,No,0.72,1,0,1,0,0.75,3,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,3,8,0,Deteriorating,Stable,Stable,Improving,50,30,900,0,No,No,Government extension,300,1250,0.1,0.34,0,0.42
553,Ward 4,Murehwa,64,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.4,1,0.2,0.2,0,0,0,6,21,0,No,1.41,1,0,1,0,0.583333333,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,11,3,14,0,Deteriorating,Improving,Stable,Improving,65,65,600,0,No,Yes,Government extension,570,1425,0.8,0.28,0.35,0.81
554,Ward 4,Murehwa,85,1,0,0,0,2,3,0,0,1,1,1,2,0,4,0,0,0,0.4,0.2,0.6,0,0.2,0,2,1,0,0,No,1.6,0,0,1,0,1,8,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,2,3,5,0,Stable,Improving,Stable,Improving,75,50,1800,0,No,No,Government extension,300,500,0.2,1.7,3.5,1.5
555,Ward 4,Murehwa,62,1,0,1,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0.4,0.4,0.3,0,0.1,2.78E-17,0,0,5,0,No,0.05,1,0,1,1,0.416666667,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,2,2,4,0,Deteriorating,Stable,Stable,Stable,100,100,0,0,No,No,Government extension,650,2166.666667,0.5,0.3,0.1,0.05
556,Ward 4,Murehwa,49,0,1,0,2,2,7,0,0,0,0,0,1,0,2,0,0,0,0.4,0.9,0.4,0,0.2,0.5,0,9,11,0,No,1.91,1,0,1,0,0.5,2,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,7,3,10,0,Stable,Deteriorating,Stable,Deteriorating,100,90,0,0,No,No,Government extension,250,625,0.61,0.4,0.27,1.01
557,Ward 4,Murehwa,65,1,0,1,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0.4,0,0.3,0,0.1,2.78E-17,0,1,9,0,No,0.29,1,0,1,0,0,3,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,3,6,0,Deteriorating,Deteriorating,Deteriorating,Improving,100,100,400,0,No,No,Government extension,1,3.333333333,0.2,0.03,0.29,0.19
558,Ward 4,Murehwa,46,1,1,0,1,1,3,0,0,0,0,1,0,0,3,0,0,0,0.18,0.2,0.12,0,0.06,0,0,0,4,0,No,0.04,1,0,1,0,0.583333333,5,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,6,2,8,0,Deteriorating,Deteriorating,Deteriorating,Improving,50,50,0,0,No,No,Government extension,250,2083.333333,0.12,0.08,0.1,0.04
559,Ward 4,Murehwa,76,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0.2,1.2,0.2,0,0,0,0,1,2,0,No,0.22,0,0,1,1,0.416666667,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,1,3,4,0,Improving,Deteriorating,Stable,Deteriorating,50,50,300,0,No,No,Government extension,300,1500,0.09,0.15,0.32,0.12
56,Ward 2,Mbire,58,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,1,0,0,0,2,12,0,No,0.52,0,1,1,0,0.333333333,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,3,4,0,Stable,Stable,Stable,Deteriorating,0,0,0,0,No,No,Government extension,80,80,0.09,0.02,0,0.32
560,Ward 4,Murehwa,51,1,0,0,3,2,9,0,0,0,0,0,0,0,1,0,0,0,0.8,1,0.5,0,0.3,0,0,0,30,0,No,0.3,1,0,1,1,0.416666667,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,6,2,8,0,Stable,Stable,Stable,Improving,150,50,1200,0,Yes,Yes,Government extension,3000,6000,1,0.7,0.3,0.3
561,Ward 4,Murehwa,35,0,1,0,2,1,6,0,0,0,1,0,0,0,1,0,0,0,2.5,0.5,1.8,0.1,0.2,0.4,2,9,15,0,No,3.35,1,0,1,1,0.583333333,4,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,11,4,15,0,Deteriorating,Deteriorating,Stable,Deteriorating,300,700,300,0,No,No,Government extension,4000,2222.222222,1.54,0.22,0.72,2.45
562,Ward 4,Murehwa,62,0,0,1,5,2,10,0,0,1,1,1,1,0,2,0,0,0,2.5,0.4,0.4,1.2,0.9,1.11E-16,5,5,8,0,No,4.58,1,0,1,1,0.5,7,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6,6,12,0,Deteriorating,Stable,Deteriorating,Improving,150,100,3900,0,No,No,Government extension,800,2000,1.6,0.2,0.85,4.05
563,Ward 4,Murehwa,52,0,1,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0.8,0.2,0.4,0,0.2,0.2,0,0,7,0,No,0.07,1,0,1,0,0.666666667,5,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,7,2,9,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,50,0,300,No,No,Government extension,500,1250,0.15,0.06,0.21,0.07
564,Ward 4,Murehwa,46,0,1,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0.2,0.8,0.18,0,0.02,1.73E-17,1,1,2,0,No,0.92,1,0,1,1,0.583333333,6,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,8,4,12,0,Deteriorating,Deteriorating,Stable,Improving,150,100,900,0,No,No,Government extension,250,1388.888889,0.15,0.1,0.15,0.82
565,Ward 4,Murehwa,23,0,1,0,4,0,6,0,0,1,0,0,1,0,1,0,0,0,0.8,0.4,0.6,0,0.2,5.55E-17,0,5,0,0,Yes,1,1,0,1,0,0.833333333,8,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,4,2,6,0,Stable,Deteriorating,Deteriorating,Stable,100,100,0,0,No,No,Government extension,1000,1666.666667,0.3,0.1,0,0.5
566,Ward 4,Murehwa,36,1,1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0.4,0.1,0.12,0,0.06,0.22,0,0,8,0,No,0.08,1,0,1,1,0.5,4,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,8,2,10,0,Stable,Deteriorating,Stable,Improving,50,50,0,0,No,No,Government extension,6003,50025,0.23,0.03,0.25,0.08
567,Ward 4,Murehwa,50,1,0,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0.54,0.12,0.36,0,0.18,5.55E-17,0,0,15,0,No,0.15,0,0,1,0,0.75,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,5,0,Stable,Stable,Stable,Improving,20,40,0,0,No,No,Government extension,350,972.2222222,0.15,0.03,0,0.15
568,Ward 4,Murehwa,70,1,0,1,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0.4,0.2,0.2,0,0.2,0,0,0,11,0,No,0.11,1,0,1,0,0.583333333,4,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,8,3,11,0,Stable,Deteriorating,Deteriorating,Stable,50,20,0,0,No,No,Government extension,300,1500,0.05,0.02,0.09,0.11
569,Ward 4,Murehwa,44,1,1,0,2,1,5,0,0,0,0,0,1,0,3,0,0,2,0.4,0.4,0.3,0,0.1,2.78E-17,0,13,20,0,No,2.8,0,0,1,0,1,4,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,7,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,30,300,0,No,Yes,Government extension,0,0,1.3,0.32,0.9,1.5
57,Ward 2,Mbire,62,1,0,1,0,1,3,0,0,0,0,0,1,0,2,0,0,0,1.2,0,0.4,0.4,0.4,0,0,23,25,0,No,4.85,1,1,1,1,0.916666667,1,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,3,12,0,Deteriorating,Stable,Deteriorating,Deteriorating,0,0,0,0,No,No,Government extension,900,1125,0.9,0.23,0.38,2.55
570,Ward 4,Murehwa,77,0,0,2,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0.4,1,0.3,0,0.2,0,0,3,6,0,No,0.66,1,0,1,0,0.416666667,5,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,4,5,9,0,Deteriorating,Deteriorating,Stable,Stable,50,100,0,1500,No,No,Government extension,100,333.3333333,0.7,0.15,1,0.35
